school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,PCA1,PCA2,Cluster,Recommendation,Suggested_Tool_or_Resource
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14,1.2673376290184513,-0.7167137795763558,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,16,R,GT3,T,3,3,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11,0.3103128835459477,-0.6630563224067361,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10,-1.3324463540045302,0.3902360857213008,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,15,U,LE3,T,4,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18,3.084959416850979,0.4459368544719045,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,15,R,GT3,T,2,1,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,-0.4125164891748793,-1.372731955780318,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,1.8464819951367653,0.1254451283137424,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16,2.4297545069971296,-0.4591856011518369,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,16,U,GT3,T,3,3,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15,1.4300825080543256,0.1165172610657628,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,R,GT3,T,1,3,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11,-0.4836575956903636,1.429308786640047,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,14,13,14,1.3076471727860897,-0.9043619643786563,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14,1.7044150257178634,-1.0811261911121557,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13,1.724929171825861,-0.715867500970469,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13,1.093978652204773,-0.501532988408975,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13,0.6753592550959474,-0.3201063499533287,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11,0.3392553992463947,-0.9381565994280664,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,9,9,9,-0.8975953499374055,-1.612441773770762,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11,0.1090371147901548,-1.5887769820302844,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11,-1.6995082076250068,1.5453599626488004,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15,1.400698736375213,0.3018342400069895,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,16,U,GT3,T,2,3,other,other,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13,1.0944199081834387,-0.411749690328871,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12,0.4492573343900892,-1.5852617565849556,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8,-2.624653141962031,2.297615996076817,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,17,U,LE3,A,2,1,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,11,10,11,-0.4381727227915905,0.2925461059196643,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13,0.4266829710491208,-0.7877409594753934,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12,0.4612494785359651,-0.0070606720637515,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14,1.2167041860050622,0.6219656993258061,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,16,U,GT3,T,2,1,at_home,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11,-0.7729401046427838,-0.7819170540299684,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,U,GT3,A,2,2,other,other,home,mother,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,13,11,11,-0.3658323104418602,0.7906603331655025,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11,0.4281381687944511,-1.301704775881281,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15,1.8116252891178684,-0.7578546213882617,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10,-0.6196657999501048,-0.4603186239326635,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,4,2,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,14,13,13,1.2866790646370645,-0.6336411478852395,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,18,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12,-0.1688185291277914,0.3868404366579501,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,U,GT3,A,3,2,other,services,course,other,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11,0.1598708988959764,1.0415025388097132,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,R,GT3,T,1,1,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11,0.0176528720304617,-0.1522326164059257,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10,-0.9090928837432356,-0.8300883467325314,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10,-1.306618950202247,-0.0985291826331957,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14,1.2379538573393387,-0.5313968006351293,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,15,R,GT3,T,1,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9,-1.570797814734911,-1.141938009289564,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11,0.254778267910078,-1.1730157933249616,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,15,U,GT3,A,3,3,services,services,home,mother,1,2,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9,-1.18006603866134,0.3281801078605348,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13,1.6649889179782515,-0.6274196015385854,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11,0.0764204153886868,-0.5228665742883789,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13,1.405386861842899,-1.0927230051995769,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11,-0.2720644102947221,-0.6246218014961558,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6,-2.1630577679905816,1.0875268093927726,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12,0.7569913603271942,-1.3856416426549822,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,15,U,LE3,A,2,1,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10,-0.2202573327212536,-1.5946234133366866,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11,-0.2450642960030544,-0.8312010114000825,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13,0.9792352372320124,-0.7306417995248509,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1,2,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11,0.1951282125945215,-0.9819484316027158,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8,-1.3577010720188143,0.1854709415097024,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11,0.253454499974081,-1.442365687565273,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0,-3.097821492072058,0.5598130625262162,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10,-1.2741200666249708,-0.0701811702412563,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13,1.405386861842899,-1.0927230051995769,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11,-0.8086386743199947,1.1517506183023565,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13,0.7901026700687079,-0.0909975388374531,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8,-1.3120983832958495,-2.0455501593445247,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10,-2.8344750799865497,2.15629701815834,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11,-2.0239356482070505,2.220238416628138,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11,-0.0868962253644917,-0.5760753937533409,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1,-2.03303391015051,-1.0534521950413491,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,16,U,LE3,T,1,2,health,services,course,mother,2,1,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10,-2.0115620850497917,-0.2111683679097739,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9,-2.0587988529797654,0.4585344188580352,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,17,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8,-2.9319523945263724,0.3591592265670584,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,15,U,LE3,T,1,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10,-0.9356849836786584,-1.6151480946720873,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,GT3,T,1,3,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8,-1.8142913629740065,-0.6435753524587597,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8,-1.3743890529084832,-0.8969422349517552,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,U,GT3,T,3,2,services,services,course,mother,2,1,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8,-3.385572148424111,1.585234041801909,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11,-0.3467884800318974,-1.1439982597046945,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18,3.143436761677151,-0.0273165657009108,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13,0.7748775982004766,-0.7886051945579785,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17,2.669724928981816,-0.1795742914723244,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10,-1.4080529356990368,-0.308706968647445,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18,2.969194348835446,-0.0781941793047993,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10,-0.4160396154292878,-0.5947579892700017,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13,1.2866790646370645,-0.6336411478852395,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15,1.722301263591146,-0.4840897430151515,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11,-0.1274959676641832,-0.491046671241403,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14,1.085272790142633,-0.6895562882515271,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,-0.4748071587875129,-0.2241240313875484,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11,-0.6574652351593046,-0.3604054825436267,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,0.2602844600201993,0.0268074856500647,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11,-0.0570711977067135,-0.6716090746144638,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13,0.6006351853587721,-0.839482808161867,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17,3.0523340821027087,0.5265861164559287,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14,0.8344249556445456,2.9284669632713904,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16,1.9042355967283264,0.3585582849172801,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,0.6936867489478957,0.3667133962237785,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11,-0.5399301484428543,-1.1016733983085334,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16,1.6842116298498933,-0.4867960639164769,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14,0.809161618431375,0.7882249677101203,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10,-0.8526757561500344,-0.1405622796540987,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13,0.6867262831631389,-0.2326542577342985,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12,0.3571416371196773,-0.3411201513310631,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,-0.2264133619966322,1.0396604529909732,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10,-0.3385238739484227,-1.045758257942246,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12,0.6088997914422468,-0.7412428063994188,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16,1.7859690555011571,0.9074234403117208,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14,0.8674879058109346,0.3278077117475632,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
